transaction_id,product_id,customer_id,store_id,quantity,price,timestamp
27,109,4e5b2dd4-4216-4681-be7e-f0ac022ae75a,5,2,99.49,14-02-2026 13:54:52
28,225,,2,1,18.59,28-07-2026 10:06:34
29,11,1c461343-30ac-4286-9634-3ffdf03fef6c,10,1,-4.24,2026-04-01T20:53:25.323644
30,118,e0dd0269-e18c-476b-8049-83e6bcf00a22,1,2,2.44,2026-03-02T19:23:19.935465
31,143,,4,-1,8.89,14-05-2026 18:13:09
32,125,,7,1,4.9,11-02-2026 09:07:27
33,182,,7,2,85.7,2026-03-12T12:49:05.909264
34,51,fb85377b-e47a-46ac-a909-b419ee1c09fd,7,-1,30.63,2026-06-29T08:48:51.834314
35,128,338b2525-78ee-4b2a-b21e-02649d9d3bdf,4,-1,42.1,15-02-2026 12:44:54
36,94,,8,1,86.82,2026-07-17T10:17:01.767679
37,227,7a802ee4-0140-4ba1-8bed-0ce8d1f39d29,1,-1,99.92,2026-03-15T05:29:58.837000
38,48,49d7b123-97fe-46b1-a901-dfd5913230bb,3,2,45.99,2026-07-07T17:13:53.760629
39,206,168dfdbf-2df4-472c-b07d-5acd6fe26ada,3,2,-4.77,30-07-2026 14:47:51
40,136,,5,2,68.14,10-07-2026 18:53:08
41,80,47787ae7-3d06-4e50-9c9a-a99d64656378,5,1,96.71,2026-05-15T19:57:21.328633
42,161,533c82fe-7dde-43db-ba2d-6831d7950e74,1,-1,45.06,2026-01-06T12:56:38.217310
43,30,d464c71c-f4fd-419f-9ef2-0b65f69415ac,3,1,57.48,2026-01-15T00:12:07.658909
44,207,9c94423d-3c37-448e-bf24-496a0f16ff4a,10,1,55.79,2026-03-31T03:28:19.663456
45,42,,10,-1,49.89,14-03-2026 04:13:28
46,105,,4,2,36.56,25-04-2026 01:40:31
47,235,,2,1,43.12,2026-06-16T14:57:49.184363
48,38,9ea1ed98-3a12-423b-9d26-b412ac8cf149,9,2,8.91,30-04-2026 03:05:12
49,36,541cda0a-df7b-4d52-b8a8-17a182eb1f2b,6,2,11.56,14-07-2026 21:43:35
50,271,3c1352b8-39c0-4959-af86-34385cf8f550,9,2,92.83,2026-04-02T08:19:07.295452
51,69,,2,1,72.95,2026-03-17T11:38:21.180450
52,140,,10,1,70.35,2026-01-26T23:00:49.145140
53,136,,5,1,4.69,13-03-2026 23:57:19
54,142,ac00d6f5-3da4-4f8d-9aa0-62b870353cde,1,2,75.97,15-06-2026 12:15:49
55,83,,9,-1,39.91,2026-03-19T19:54:21.133472
56,58,672958a0-479e-486a-921b-49898b8dc597,3,-1,-1.22,11-04-2026 19:50:47
57,299,751ae35a-a05e-47c8-88e0-45e8291a0841,7,1,-0.61,10-04-2026 20:12:42
58,21,,4,-1,21.2,2026-04-05T08:48:17.233481
59,182,,10,-1,11.23,2026-05-24T16:37:43.708884
60,84,2add9db6-4e24-4427-8410-ddb99277f295,7,1,13.83,15-01-2026 21:29:27
61,211,989e14b5-6a7b-4315-8405-4315a57e8d6f,5,1,77.67,2026-05-29T12:05:33.448074
62,196,d1a7d0d9-a413-4337-a391-684e94b116b3,8,1,15.96,08-07-2026 17:50:12
63,180,,4,1,-2.52,2026-04-28T10:43:51.814025
64,205,,5,1,96.52,15-07-2026 12:02:04
65,180,,9,2,93.62,2026-03-05T12:15:01.933622
66,134,827a8d24-e4e9-4fc7-ab60-745161959a6c,10,2,-0.98,11-01-2026 01:39:32
67,177,,7,-1,98.34,2026-02-02T06:04:39.555387
68,198,089c1d1a-58e8-4486-91e8-3af44bdacb5f,5,1,69.42,2026-07-29T20:08:59.146406
69,267,fa54f5fa-d004-45d4-a41e-a77d99cd08f2,6,2,2.35,25-01-2026 03:20:30
70,161,16f43b8e-cdd6-4219-96d0-f8b435d87d1e,5,-1,27.47,27-05-2026 02:28:15
71,168,,5,-1,8.37,01-02-2026 14:08:51
72,195,69cbb015-99d2-4a88-9eea-024eaf5992f3,10,-1,26.6,2026-08-12T13:23:56.744892
73,156,,4,2,77.5,10-06-2026 17:33:50
74,239,,8,-1,17.44,14-06-2026 05:57:03
75,87,66134eb8-f5bf-41a4-ad71-53f18587da7f,5,-1,64.7,22-04-2026 10:51:45
76,48,25cfb897-9303-4c56-a9fb-6c7e6c67eb0b,5,1,79.69,2026-04-27T08:47:31.838076
77,13,1cf345c8-d505-4297-9388-7c648f096b28,4,2,59.18,2026-03-11T07:04:29.405326
78,234,,10,1,70.43,06-08-2026 10:39:03
79,254,,4,1,63.89,2026-03-22T23:21:56.694315
80,55,,4,1,79.43,02-03-2026 16:35:00
81,26,352a4622-9e96-47bc-97b0-63a18b648ad2,2,2,9.0,25-03-2026 20:02:31
82,272,,8,-1,80.58,05-03-2026 20:44:36
83,281,,3,-1,85.46,31-07-2026 13:12:34
84,133,e410fdad-13e7-4529-9c05-8ff4b18648ec,5,-1,45.88,2026-03-05T05:22:04.759310
85,141,,2,-1,25.0,10-07-2026 09:37:01
86,172,,9,1,9.53,2026-06-27T11:08:28.520614
87,197,de7978cc-24b1-4386-a75c-33e2e9e5cf8a,4,1,38.56,08-08-2026 04:21:22
88,278,,7,1,16.72,26-02-2026 12:23:25
89,200,392f5a0d-4c3f-44e0-aa72-9a560159a842,10,2,45.08,15-01-2026 10:48:03
90,153,,7,-1,73.49,2026-03-01T11:28:11.946709
91,250,f2a1fff0-753d-49de-8abe-e2fc13aa418a,5,2,45.99,17-01-2026 16:41:55
92,173,,3,2,91.55,2026-07-21T17:33:08.541531
93,202,92e981e8-7dc0-4179-aa60-302e56c772ab,2,-1,40.0,06-06-2026 02:04:12
94,94,ff284631-d889-41fc-a902-7526af584e13,5,2,29.37,13-07-2026 10:55:56
95,168,,7,2,73.96,22-03-2026 09:28:00
96,130,ffd42f6a-5314-4e0a-b8ed-8f2c68976e7a,8,1,73.65,2026-02-08T01:30:59.744991
97,180,501bd103-abdb-40e3-9a1c-798030a4a48e,2,-1,-0.77,2026-05-01T15:02:24.311519
98,127,6b4a7706-2086-44a3-a69b-226e0f8121f1,1,-1,11.0,2026-06-17T01:54:31.927720
99,243,a63be20f-e699-4876-9428-ac6bf41dbfa8,10,1,43.83,18-08-2026 20:13:31
50,189,e839638f-3700-49df-8b91-284dd7536e27,10,-1,96.19,2026-07-19T07:19:57.025258
101,84,,2,-1,-2.3,28-05-2026 15:37:18
102,295,,7,-1,15.82,2026-02-01T21:28:54.217294
103,53,,10,1,78.6,2026-06-01T02:12:36.738619
104,178,,6,1,48.13,19-04-2026 04:03:36
105,7,,8,1,40.52,15-03-2026 02:48:07
106,236,8a9e6755-1b2b-4ad3-8f87-e356067f1ac3,7,1,72.05,16-06-2026 14:41:11
107,276,,8,2,81.7,10-08-2026 21:40:51
108,166,94d71300-2b14-4170-89b6-f484b35e7df5,2,2,87.57,2026-04-07T14:09:02.898705
109,238,,6,1,46.9,23-02-2026 22:39:23
110,94,,4,2,78.77,07-01-2026 11:50:18
111,144,,9,1,49.25,2026-06-02T22:47:39.966829
112,44,e0aa5b5b-4f8a-4992-8bde-1c5302192f37,7,2,53.29,2026-08-18T12:41:02.466711
113,244,,8,1,4.77,2026-03-07T21:42:58.696793
114,208,da72df8e-78b3-4241-b0f4-58c1516fd58b,5,-1,56.06,15-02-2026 05:26:18
115,284,,7,-1,52.79,29-01-2026 00:48:45
116,233,,5,2,19.21,2026-04-17T06:08:43.007827
117,162,5b951895-33d7-4e1e-8cca-cd79583c6b20,9,-1,14.44,2026-03-07T02:32:24.118136
118,248,,10,-1,57.66,2026-04-11T16:34:34.384506
119,100,,4,2,13.84,2026-03-19T23:25:58.177854
120,274,04f65508-653e-4ad2-974e-d02708235a48,5,1,97.3,07-03-2026 03:19:02
121,65,,2,1,55.28,11-01-2026 16:58:41
122,246,,6,1,96.38,15-07-2026 11:58:33
123,245,6c48cc97-0ccf-41cb-800b-6b4c73fac00b,2,2,46.63,2026-07-04T06:53:31.400763
124,78,97d56ee5-ab96-4f5c-a0d1-c0ac154dbd9e,10,2,3.94,2026-01-27T09:13:01.267394
125,61,,10,-1,78.03,2026-07-03T10:06:58.209663
126,268,,8,2,26.22,13-07-2026 20:23:47
127,157,be4f7394-0c3a-4f07-99de-56cb5d83e8cc,10,-1,5.42,2026-05-25T02:47:43.178328
128,109,,2,1,20.19,2026-02-04T01:42:09.112214
129,81,6bd0b860-6f73-4daf-8abb-91eb8dd5c2f1,7,2,67.38,05-05-2026 20:37:09
130,150,974882b1-2ef1-4701-b9d4-e9b5ee7792f9,4,2,69.23,16-03-2026 17:46:20
131,37,a8e70ff4-4897-4fc8-a6d7-602573aee169,5,-1,56.93,2026-06-11T10:44:45.017282
132,218,82a30b4f-e0d5-4a29-b1c9-6fe1c8758382,9,1,63.0,05-01-2026 06:01:20
133,73,61ffc390-cd52-4c9d-81e3-55aae0bf669e,1,1,78.23,12-07-2026 12:58:34
134,225,e5c4eb19-582e-495c-b7c8-8b1dc29bf044,8,-1,26.93,12-04-2026 18:11:31
135,140,,8,1,57.79,04-02-2026 18:41:29
136,166,,1,1,19.04,2026-06-06T14:18:38.473103
137,138,03606a6e-55eb-45c8-b8da-1cb22c5757fc,3,2,49.49,28-01-2026 01:57:43
138,143,04833338-0d01-416e-8c3a-21ac906d3ee2,10,2,61.65,29-07-2026 16:52:18
139,47,,6,2,30.0,2026-02-26T06:05:32.985862
140,83,,7,-1,47.02,27-05-2026 00:12:53
141,282,9309afd9-68e0-4042-b682-99648fecc63f,8,1,28.02,22-02-2026 22:18:54
142,60,,9,1,64.05,21-04-2026 12:25:25
143,212,b16ad4ec-615f-4192-af55-3da1f6fdf2f9,4,-1,32.99,26-01-2026 15:15:27
144,227,2a997171-0708-4d7c-94d6-9a47fd5584e0,4,2,52.67,27-05-2026 16:07:58
145,225,,2,1,97.18,2026-04-13T17:38:19.465164
146,82,,9,1,52.99,2026-06-10T16:31:14.653570
147,116,8f13bd1e-658b-4eeb-b1c6-d5c323a89fd2,8,1,63.01,2026-08-17T22:21:33.543218
148,256,,9,-1,23.71,08-04-2026 02:19:32
149,242,19d3a5eb-b354-4e47-83e1-080ec3bda68c,8,-1,10.19,2026-02-27T14:58:31.942671
150,261,3440306d-ddbc-4352-ab39-7f87561818c5,2,2,76.13,27-03-2026 12:45:25
151,175,,1,2,71.24,07-03-2026 19:42:14
152,77,,9,2,31.24,18-08-2026 08:37:07
153,234,,4,-1,20.07,23-06-2026 22:11:52
154,120,,1,2,73.19,05-07-2026 15:44:09
155,198,399f157a-0151-4628-ac50-3f30efb34dfa,8,1,8.26,09-02-2026 14:22:16
156,52,,2,-1,90.6,2026-04-16T03:07:52.465722
157,74,,3,1,44.3,25-01-2026 23:12:46
158,174,,2,2,84.5,20-01-2026 06:23:08
159,163,,9,1,59.83,2026-07-29T14:49:18.305607
160,148,36b3018f-92e5-4561-870b-8c394295f874,2,2,97.73,2026-04-07T09:54:16.198615
161,228,9aacd293-6595-4556-bd9b-a145557bc72e,5,1,-0.17,2026-05-24T01:42:11.124080
162,151,,6,2,10.28,23-06-2026 12:37:20
163,290,1a1c62e5-3143-4e2b-82e1-20b2ecf3f72c,3,1,3.29,12-01-2026 11:47:24
164,124,,10,1,19.38,20-01-2026 02:01:02
165,236,,1,2,89.63,2026-07-31T05:40:28.232648
166,38,,6,-1,26.41,16-02-2026 21:07:37
167,129,,5,1,99.93,11-07-2026 04:17:53
168,55,96aca471-e141-4afd-90d7-2a9ab6a4f1d2,7,-1,32.69,01-04-2026 20:30:29
169,152,332b27b3-c9ae-4745-947c-6c900b44a329,7,2,-4.15,2026-05-01T03:25:39.485076
170,255,,4,-1,79.2,2026-03-23T01:37:12.605247
171,98,,3,-1,5.2,2026-03-03T08:21:22.276031
172,159,,1,-1,33.31,2026-03-15T16:14:53.585580
173,47,,6,-1,38.63,2026-06-28T00:39:54.163488
174,68,,9,-1,90.92,2026-07-16T05:40:07.562945
175,132,,5,-1,86.39,2026-07-12T07:35:23.476935
176,240,93d89533-0b89-47c0-b63f-a1c989dfd11e,3,1,85.31,09-03-2026 13:39:31
177,286,,2,2,-3.54,2026-06-15T01:16:00.815935
178,233,,5,-1,35.01,30-07-2026 08:55:06
179,56,595f4ae6-6cfb-4f31-b752-22bdd63a7faa,8,1,60.05,15-05-2026 18:41:52
180,114,b9078500-2b8f-4ce6-b8b6-2ddce260c9cf,8,-1,26.73,17-04-2026 02:18:09
181,60,b28bd6d5-937c-4d20-8437-c67bfa08faf9,1,1,26.96,10-08-2026 18:04:20
182,60,e6539022-7903-4638-a3be-5b9e5d133f43,4,-1,9.24,27-05-2026 15:59:53
183,190,,10,-1,71.29,18-03-2026 08:24:25
184,51,,10,2,93.6,02-01-2026 06:32:05
185,17,,4,2,41.69,2026-03-11T02:35:05.230676
186,186,ea2a0ffc-d50f-4101-9698-9fecf8c0252c,6,-1,89.68,19-05-2026 08:00:35
187,32,,5,1,96.66,14-03-2026 04:12:43
188,47,d214199d-964c-469f-aeac-ee68c43c9369,10,1,0.31,26-07-2026 05:51:37
189,125,88068d80-5b5b-4130-a46c-467a8385e514,10,1,2.2,2026-02-11T14:22:06.405895
190,111,d9844b81-319b-4f52-8c13-7cc4ac4b469a,6,1,77.81,2026-06-28T01:23:28.667363
191,142,d341e54d-8d21-4f0b-84d4-63e805ea9c00,3,-1,21.32,2026-01-07T16:55:01.469610
192,57,cea5f2c9-7fcb-4aa6-be55-e458b5388187,3,1,32.62,2026-06-24T23:35:41.126601
193,166,5fc5c78a-c788-4bf7-b644-cf19ddb38b3f,3,2,0.5,17-06-2026 07:01:58
194,270,3897dc29-29e2-4241-8bf8-9879f1c32ebc,2,2,42.07,01-05-2026 21:04:27
195,263,969043da-0fa8-434f-9fbc-e75dfc9c96d9,8,-1,18.26,2026-05-24T03:58:18.697750
196,267,,8,-1,96.22,2026-03-29T23:54:36.121704
197,246,,7,-1,6.34,09-08-2026 20:22:11
198,38,0a412276-c200-45ba-afb8-98f49e7d8063,6,-1,10.58,2026-03-23T14:26:59.666239
199,141,,7,-1,50.71,11-05-2026 13:22:22
200,259,,2,-1,7.01,2026-08-02T14:23:03.895957
201,221,,4,2,30.59,06-07-2026 12:18:58
202,205,,2,2,39.81,25-03-2026 19:12:14
203,192,382ee35c-69bd-4eca-b7b9-1c6ef02434c6,8,1,4.58,2026-01-18T17:32:01.271345
204,48,,2,-1,72.57,2026-07-12T11:19:22.840261
205,285,a4538770-a48b-4321-9844-952c32762d2a,10,-1,53.98,2026-05-04T10:48:08.056753
206,211,,7,-1,0.4,22-06-2026 05:17:11
207,160,,2,-1,48.28,2026-04-12T01:12:38.303894
208,247,051ec6a9-3b69-4b6c-92c6-48439772a7dd,2,2,83.76,07-03-2026 03:01:04
209,59,,10,1,79.76,2026-01-24T11:08:54.482580
210,137,8c22280d-c418-4c58-a904-4f651aaebb26,3,2,68.78,10-03-2026 18:42:17
211,174,,1,1,86.34,27-05-2026 12:46:52
212,36,714ccbf8-17a6-4857-8a49-bd9c31767ecf,1,1,73.34,2026-05-22T06:27:08.052114
213,193,,8,2,11.53,04-07-2026 02:39:08
214,167,8071e453-4e0e-4d37-aec0-1c5935d8e568,1,1,11.53,2026-03-24T04:46:17.398347
215,42,,8,-1,39.52,22-05-2026 23:57:05
216,213,,4,-1,6.95,09-06-2026 21:48:44
217,57,,10,2,50.33,24-05-2026 19:26:00
218,24,c2040d5d-ea9c-4d4e-9cc1-77890569bc8c,7,-1,0.75,2026-01-18T08:11:56.662781
219,155,dae976b5-4907-409f-a0c7-0009dcf155ac,3,2,25.39,2026-03-15T07:13:30.880008
220,4,,7,1,8.56,2026-08-04T20:52:09.702490
221,257,,2,2,85.49,2026-01-30T12:11:38.105763
222,224,17b12cb1-3362-4c7b-b071-c97eab25bb19,8,1,85.52,28-06-2026 17:20:44
223,294,,7,2,7.09,2026-06-10T12:51:24.859978
224,167,345d0a15-2f9f-4f7a-adfe-b5d7076ba9dd,10,2,82.36,26-02-2026 07:38:56
225,46,,2,1,40.75,22-03-2026 12:41:59
226,269,c4c6aa0b-f792-42e1-b2ed-35c3119b4af7,7,2,73.31,2026-08-01T20:01:37.375204
227,171,3a13e5d3-de02-417c-80c2-229b23d5b2a1,2,-1,61.49,2026-01-21T13:12:53.130337
228,179,,3,1,5.79,02-05-2026 03:51:38
229,102,a91f9d7b-8f41-4e07-a2ab-90b82b863ea2,10,1,74.82,2026-05-01T06:36:17.209663
230,91,,8,-1,74.79,13-03-2026 19:55:33
231,290,,6,1,41.18,23-04-2026 15:25:59
232,227,,5,-1,0.9,2026-02-13T06:13:14.101982
233,159,,8,1,0.97,28-02-2026 02:48:21
234,40,75f95187-b7ad-4362-8bc2-35ff46725b70,10,-1,48.24,15-06-2026 19:02:07
235,298,3e1d8546-a7c1-41ea-a4b9-815fec404d1e,8,-1,63.44,07-08-2026 14:43:05
236,244,8a736cf9-12b4-4dd1-b73a-b68df22b6aa8,1,2,5.87,22-03-2026 23:21:40
237,44,775fd6e7-64b2-431d-bfd3-18c230970aab,1,1,69.3,15-05-2026 14:17:44
238,269,7fdb4ae4-aed3-45a0-9dea-27be058832ed,6,2,91.38,04-01-2026 04:36:07
239,210,,10,1,77.87,08-01-2026 08:37:38
240,34,,2,-1,66.23,11-08-2026 12:46:26
241,130,e9038132-21f1-4987-a55b-f4240da98ebc,6,1,56.19,2026-01-21T23:47:18.261357
242,180,,7,1,57.48,2026-02-08T08:02:57.148469
243,159,,6,1,65.36,2026-06-11T23:50:06.671772
244,217,,1,2,27.43,2026-07-27T15:28:57.077157
245,175,,4,1,100.0,2026-02-05T18:39:29.077274
246,40,,2,-1,75.94,2026-06-18T10:48:13.747082
247,173,ddb57187-0a7f-4f03-94ab-5b1c897b2b27,10,2,11.2,2026-07-10T17:29:58.439391
248,85,,1,2,33.25,2026-03-18T13:50:00.083397
249,228,,8,1,51.07,01-03-2026 10:51:26
250,241,b532fbd9-59df-4c8f-a6c1-ab381d96a563,6,-1,94.45,04-03-2026 18:55:24
251,237,,7,-1,50.38,2026-05-27T03:33:48.077816
252,103,7778c691-bebd-4eb7-9f5f-2c4a945ea4c5,5,1,62.32,16-04-2026 12:54:15
253,284,209286a8-3697-438d-b81e-61f87020251a,9,1,24.93,2026-01-17T08:13:16.222918
254,140,,9,1,82.26,2026-01-18T20:55:41.570880
255,114,,6,1,38.56,27-01-2026 20:35:16
256,258,,4,2,99.43,19-03-2026 19:16:29
257,115,8d64f1cd-697e-445a-b7f2-764042c1fe10,6,1,83.11,20-03-2026 22:16:48
258,75,3348f16d-7dbd-43d2-ad69-3aed34df384d,1,2,91.33,25-07-2026 19:32:19
259,72,,8,-1,-4.45,2026-03-26T23:07:31.156052
260,10,,4,1,52.62,11-05-2026 12:59:54
261,57,,4,2,7.79,2026-04-30T17:31:10.467795
262,215,,2,1,82.85,09-05-2026 19:11:04
263,275,ea5640de-1943-4267-b705-8edccd1826f1,9,-1,20.4,2026-08-19T17:32:46.090767
264,150,,1,-1,32.05,26-04-2026 19:19:23
265,96,4b07245f-5a31-499f-b440-8eb97c703bb6,9,2,2.11,2026-03-12T08:21:52.913626
266,200,,1,-1,35.62,18-05-2026 22:02:23
267,130,faf322ed-80cd-4e0a-98ee-e4f8f17a9daa,6,1,31.2,2026-01-10T18:49:24.747503
268,298,,3,1,31.99,13-04-2026 23:45:58
269,90,,8,-1,14.14,2026-07-12T17:44:00.575829
270,33,,1,2,16.17,2026-01-08T06:25:42.937515
271,22,,5,-1,36.81,02-02-2026 12:19:18
272,130,808eca11-ced9-4f39-bf83-88850aece583,4,2,32.48,2026-03-09T15:01:53.371489
273,170,,2,2,40.88,09-05-2026 05:08:45
274,226,,6,1,47.1,04-01-2026 11:24:36
275,189,,2,-1,39.57,18-06-2026 23:26:29
276,93,,6,1,3.41,27-05-2026 03:57:39
277,157,,10,-1,39.74,30-05-2026 10:54:20
278,180,,1,-1,86.35,02-07-2026 10:07:10
279,223,,1,1,65.47,30-06-2026 06:21:15
280,187,4b58384d-e902-4eeb-9eaf-6fe6910bfe46,1,1,84.11,27-03-2026 14:29:25
281,18,103de528-0c1c-4f5f-82d6-0b8dda033be5,2,1,76.74,02-08-2026 01:26:53
282,186,,10,1,58.53,24-04-2026 22:49:45
283,190,,8,1,55.26,10-02-2026 21:56:43
284,204,,5,1,95.85,2026-06-05T07:15:24.073732
285,96,,9,2,90.92,2026-01-31T10:47:12.732651
286,135,,8,1,99.62,25-07-2026 22:46:52
287,252,d48212ae-47c8-4cc0-b8df-2291ab87f9f2,2,1,84.55,01-06-2026 11:03:25
288,89,,2,-1,96.59,05-06-2026 14:40:17
289,178,f9b1b511-5f94-4d36-b508-d809ca64f563,9,-1,25.49,10-07-2026 23:33:38
290,81,bf69490c-186b-443f-9669-7aa5a655d2f2,6,-1,18.55,2026-06-27T04:02:07.829912
291,72,90de81d5-b2ed-4184-bdea-eca9195f2946,8,1,32.89,07-05-2026 22:55:25
292,240,cad72b51-b14b-41ad-9109-cce1f91ba9f2,10,1,1.9,28-03-2026 07:50:42
293,246,,7,-1,2.74,06-08-2026 10:48:28
294,38,,8,-1,49.32,2026-05-29T06:53:43.486872
295,283,0b774d09-5a35-4039-9aff-fb799f07327a,3,2,47.8,2026-02-22T00:13:28.422661
296,64,87e134a4-d72b-4c04-81e3-73911b87e3ae,5,1,12.01,2026-04-05T18:20:28.805092
297,178,,2,2,15.61,02-07-2026 17:13:28
298,65,,10,-1,4.81,2026-01-30T18:45:33.467843
299,298,f20496b3-f4eb-4333-ac44-26aa81448c51,3,-1,60.57,27-02-2026 16:54:36
300,289,5b46a3d5-e926-48f8-81fe-424bf2732073,1,1,-0.23,05-02-2026 03:40:27
301,108,,10,-1,-1.82,13-08-2026 20:37:39
302,155,,4,-1,37.64,08-07-2026 16:31:43
303,38,ba62edbd-19c0-4a30-8547-fa14e890ff66,3,2,38.64,06-01-2026 06:53:31
304,105,,10,1,27.82,22-05-2026 18:25:52
305,177,,3,2,49.07,2026-06-28T05:04:53.113181
306,164,6a717ccd-87e0-4849-9ec1-645a808e0590,8,1,23.08,2026-04-10T14:55:48.834238
307,73,245d2a10-a3a5-4f6b-aa9c-e8087e75c816,1,2,94.27,29-03-2026 21:07:05
308,128,88d9bad3-446b-4c7a-86c7-3f9ca192c586,6,-1,70.72,2026-05-24T23:47:54.240582
309,82,,9,2,47.37,24-06-2026 21:05:34
310,255,cf95a65a-b3a5-4f19-8954-7bb05b0bb365,2,2,48.07,2026-01-06T08:00:08.561154
311,111,,1,1,24.54,05-03-2026 09:42:09
312,147,e72bcb3f-d74c-4777-9901-e8be4675cc84,2,2,9.06,09-02-2026 06:26:44
313,188,,6,1,37.06,2026-07-22T02:11:33.240200
314,186,,2,2,47.95,23-07-2026 20:16:30
315,61,4a68502a-89d3-48dd-8983-404db2b9d8c5,2,2,34.19,07-06-2026 19:23:26
316,286,,3,1,58.26,22-07-2026 12:44:39
317,257,827ec6f3-9d55-4df0-9313-264f034d457f,1,1,9.39,18-05-2026 09:08:20
318,243,,3,-1,88.78,2026-06-26T19:05:01.849912
319,168,,3,2,99.01,17-07-2026 16:42:46
320,173,,10,2,44.86,2026-08-17T00:35:56.662713
321,189,,2,2,56.29,2026-02-27T03:35:43.362907
322,243,,10,-1,18.89,2026-01-04T02:06:58.351425
323,299,,3,-1,61.05,21-02-2026 16:48:45
324,76,de4a49bd-afe3-41fb-8300-b5031d8d4a35,1,-1,94.56,2026-04-20T17:39:51.035219
325,98,5a014391-d20a-4c61-b341-44e102ab4cca,8,2,38.97,19-04-2026 23:26:30
326,105,,9,-1,91.65,2026-04-01T03:27:32.812143
327,71,5315cdeb-6f09-4062-abe0-27b16c13b9b3,9,2,99.8,17-04-2026 12:36:53
328,270,,6,1,43.26,19-03-2026 12:30:31
329,280,,5,-1,45.84,2026-08-13T07:50:30.899263
330,143,,4,2,75.97,2026-05-12T03:37:43.158210
331,251,,8,2,53.85,18-03-2026 10:46:36
332,148,31b1cd18-9984-425c-a4cc-c49c39695641,10,-1,52.04,01-05-2026 08:03:53
333,177,0fcec5fd-6305-4006-89ff-17d56cfda06b,5,1,25.2,2026-05-02T00:40:18.370710
334,178,,5,-1,45.3,2026-02-13T19:57:26.512151
335,276,,9,-1,23.52,2026-06-14T02:20:43.406230
336,123,ab8dd0e3-4d81-4bba-bc3d-af38f639fd9f,1,-1,90.04,2026-01-31T05:11:23.798403
337,120,f58aa6f9-c065-4c1f-82d9-669070ba7c93,2,2,29.68,16-05-2026 04:10:52
338,52,aee97de0-a1ef-4257-ab57-797bf253e336,1,-1,97.68,2026-08-15T04:48:09.937943
339,209,,8,-1,15.94,15-06-2026 14:58:12
340,165,,1,1,63.49,2026-03-01T02:34:00.578521
341,274,751dc7ea-e3d5-42f6-b3fb-d922e823e106,3,2,87.64,2026-08-05T13:16:15.031485
342,19,,8,1,93.34,20-07-2026 17:15:01
343,20,6a72915b-a24a-4537-ae70-18bf6d9ac588,5,-1,58.29,04-05-2026 06:53:30
344,146,,9,-1,46.86,2026-05-16T21:39:55.219491
345,259,,5,1,79.93,08-06-2026 22:27:42
346,84,,5,-1,14.55,25-07-2026 19:56:51
347,152,cb127f26-64c4-416f-b518-a37a3599313a,3,-1,84.9,14-06-2026 00:28:43
348,219,,2,2,65.27,2026-04-16T21:08:27.674447
349,72,,6,1,-4.28,27-03-2026 04:09:38
350,121,,5,2,26.7,2026-07-01T08:38:54.263051
351,134,,4,1,65.12,20-07-2026 16:16:28
